country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","","","","",0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,5.0,10.0,10.0,44.0,46.0,60.0,77.0,56.0,61.0,121.0,111.0,190.0,155.0,176.0,278.0,292.0,346.0,409.0,534.0,637.0,573.0,545.0,811.0,852.0,1019.0,1172.0,1159.0,1104.0,884.0,845.0,1019.0,1083.0,1026.0,904.0,1224.0,952.0,777.0,969.0,1213.0,1335.0,1316.0,1174.0,964.0,868.0,734.0,1061.0,1235.0,1140.0,1066.0,750.0
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"",1.0,1.0,1.0,1.0,"","","","","","",1.0,2.0,"","",12.0,8.0,11.0,14.0,13.0,36.0,40.0,47.0,73.0,76.0,78.0,60.0,76.0,95.0,0.0,76.0,49.0,52.0,48.0,39.0,32.0,26.0,23.0,23.0,20.0,14.0,15.0,8.0,6.0,6.0,2.0,8.0,4.0,7.0,2.0
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,54.0,0.0,24.0,22.0,64.0,69.0,25.0,64.0,68.0,28.0,53.0,38.0,19.0,22.0,14.0,25.0,18.0,12.0,9.0,7.0
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"","","","","","","",1.0,"","","","",0.0,0.0,0.0,1.0,5.0,0.0,4.0,10.0,8.0,10.0,4.0,7.0,14.0,16.0,16.0,0.0,34.0,0.0,20.0,23.0,16.0,20.0,22.0,6.0,16.0,22.0,12.0,17.0,13.0,5.0,20.0,30.0,34.0,35.0,51.0,49.0,85.0,38.0
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,9.0,4.0,6.0,8.0,23.0,30.0,27.0,34.0,22.0,23.0,85.0,212.0,132.0,0.0,286.0,170.0,92.0,139.0,115.0,129.0,190.0,184.0,206.0,239.0,195.0,350.0,240.0,425.0,264.0,257.0,124.0,221.0,218.0,270.0,273.0,302.0,130.0,115.0,108.0,147.0,150.0,84.0,76.0,95.0,73.0,78.0,111.0,114.0,0.0,193.0,84.0,45.0
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,"",8.0,1.0,"","","",2.0,0.0,"","",2.0,0.0,2.0,2.0,0.0,15.0,0.0,9.0,4.0,3.0,11.0,18.0,15.0,10.0,22.0,21.0,15.0,12.0,13.0,18.0,21.0,0.0,46.0,21.0,73.0,48.0,0.0,38.0,27.0,62.0,53.0,214.0,97.0,0.0,109.0,50.0,111.0,86.0,242.0
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,"",1.0,"","",1.0,"","",10.0,0.0,4.0,1.0,0.0,9.0,1.0,156.0,0.0,115.0,176.0,17.0,151.0,138.0,103.0,104.0,66.0,140.0,0.0,211.0,118.0,99.0,414.0,252.0,0.0,0.0,159.0,827.0,587.0,208.0,250.0,279.0,187.0,250.0,336.0,342.0,272.0,517.0,520.0,456.0,512.0,425.0,798.0
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,http://www.think-israel.org/jan12pix/palestine.flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.0,9.0,3.0,"",1.0,9.0,1.0,"",5.0,3.0,0.0,1.0,2.0,3.0,3.0,1.0,4.0,7.0,0.0,1.0,2.0,22.0,7.0,6.0,9.0,9.0,2.0,17.0,21.0,0.0,"",62.0,36.0,7.0,3.0,0.0,3.0,2.0,0.0,0.0,19.0,4.0,3.0,13.0,6.0,9.0,7.0
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,6.0,7.0,13.0,9.0,7.0,0.0,26.0,17.0,23.0,28.0,63.0,45.0,68.0,32.0,98.0,145.0,86.0,112.0,115.0,88.0,86.0,106.0,136.0,158.0,198.0,128.0,187.0,112.0,149.0,279.0,224.0,222.0,260.0,166.0,72.0,102.0,177.0,265.0,194.0,63.0,194.0,191.0
Papua New Guinea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","",4.0,"",1.0,1.0,"",1.0,1.0,2.0,0.0,2.0,5.0,4.0,0.0,5.0,10.0,4.0,11.0,4.0,3.0,5.0,1.0,4.0,0.0,8.0,19.0,8.0,9.0,0.0,2.0,9.0,5.0,4.0,1.0,13.0,12.0,2.0,13.0,0.0,28.0,0.0,4.0,2.0
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"",6.0,2.0,2.0,6.0,5.0,16.0,5.0,28.0,15.0,31.0,28.0,89.0,29.0,55.0,45.0,32.0,21.0,142.0,22.0,55.0,36.0,181.0,98.0,115.0,258.0,91.0,181.0,151.0,535.0,280.0,393.0,1388.0,914.0,641.0,951.0,671.0,0.0,2784.0,1172.0,1016.0,998.0,931.0,1208.0,697.0
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","",2.0,1.0,4.0,23.0,0.0,16.0,3.0,12.0,47.0,29.0,2.0,45.0,15.0,28.0,0.0,150.0,0.0,82.0,90.0,84.0,71.0,96.0,272.0,343.0,666.0,0.0,227.0,322.0,385.0,76.0,152.0,414.0,104.0,106.0,206.0,0.0,352.0,220.0,284.0,291.0,230.0,207.0,218.0,209.0,172.0,200.0
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","",4.0,1.0,5.0,6.0,5.0,9.0,18.0,19.0,36.0,21.0,52.0,61.0,49.0,68.0,70.0,111.0,98.0,115.0,152.0,150.0,170.0,168.0,249.0,224.0,193.0,256.0,243.0,392.0,437.0,244.0,475.0,311.0,435.0,357.0,370.0,380.0,401.0,318.0,260.0,268.0,380.0,336.0,461.0,363.0,545.0,306.0
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,2.0,1.0,4.0,4.0,8.0,9.0,9.0,2.0,18.0,19.0,34.0,57.0,76.0,86.0,117.0,194.0,143.0,235.0,260.0,320.0,460.0,302.0,633.0,549.0,724.0,902.0,792.0,446.0,1035.0,808.0,783.0,852.0,638.0,754.0,452.0,712.0,699.0,815.0,1516.0,515.0,598.0,349.0,514.0,643.0,750.0,181.0,663.0,521.0,657.0
Puerto Rico,Latin America & the Caribbean,https://lh3.googleusercontent.com/proxy/wD5ih2CImlJjdYDkUY5qsAkSbUjKXHhdhU3XEMv06Vfoxr_Ym7RN-yTKZQNuA2Xds-F8NGhcN9_UhFQBCWfpPa91xWx3TpVv,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64.0,36.0,27.0,47.0,65.0,47.0,30.0,62.0,74.0,23.0,38.0,60.0,47.0,63.0,42.0,63.0,109.0,6.0,20.0,51.0,69.0,25.0,50.0,95.0,39.0
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,"",5.0,"","",3.0,1.0,3.0,3.0,6.0,238.0,"",58.0,17.0,64.0,38.0,3.0,10.0,8.0,10.0,11.0,13.0,7.0,25.0,11.0,12.0,13.0,28.0,44.0,59.0,88.0,54.0,114.0,0.0,376.0,279.0,228.0,225.0,153.0,166.0,136.0,216.0,251.0,252.0,197.0,283.0,392.0,560.0,345.0,440.0,567.0
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,"",1.0,"",2.0,1.0,6.0,2.0,2.0,8.0,20.0,19.0,25.0,24.0,26.0,45.0,33.0,43.0,17.0,31.0,59.0,66.0,143.0,186.0,144.0,123.0,263.0,160.0,308.0,192.0,293.0,215.0,278.0,445.0,430.0,251.0,193.0,360.0,344.0,441.0,265.0,523.0,310.0,333.0,246.0,337.0,491.0,360.0,351.0,328.0,190.0
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,5.0,15.0,14.0,4.0,30.0,21.0,33.0,52.0,54.0,53.0,132.0,0.0,57.0,163.0,182.0,196.0,228.0,270.0,302.0,501.0,440.0,771.0,601.0,582.0,658.0,954.0,1154.0,1175.0,1459.0,1786.0,1667.0,2186.0,2558.0,2774.0,3388.0,3448.0,4070.0,4785.0,6060.0,4268.0
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,4.0,0.0,2.0,4.0,0.0,6.0,0.0,2.0,17.0,4.0,1.0,9.0,4.0,6.0,10.0,0.0,5.0,7.0,0.0,7.0,13.0,2.0,1.0,0.0,5.0,3.0,5.0,2.0,6.0,1.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0
St. Kitts & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
St. Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Vincent & the Grenadines,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,"",2.0,5.0,7.0,1.0,3.0,11.0,12.0,13.0,4.0,1.0,6.0,19.0,6.0,4.0,2.0,5.0,17.0,25.0,0.0,0.0,36.0,0.0,21.0,10.0,5.0,1.0,5.0,0.0,1.0,6.0,9.0,6.0,8.0,7.0,11.0,2.0,29.0,25.0,11.0,12.0,0.0,0.0,16.0,20.0,34.0,9.0,20.0,6.0,1.0
Sao Tome & Principe,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","",4.0,"",2.0,4.0,4.0,5.0,25.0,17.0,24.0,0.0,32.0,15.0,0.0,38.0,67.0,36.0,118.0,119.0,51.0,205.0,133.0,112.0,92.0,99.0,26.0,224.0,110.0,157.0,165.0,0.0,294.0,206.0,138.0,272.0,137.0,355.0,364.0,382.0,429.0,472.0,435.0,493.0,518.0,762.0,1132.0,1088.0,1122.0
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"",2.0,1.0,"","","","","","",2.0,13.0,2.0,5.0,1.0,4.0,5.0,0.0,11.0,9.0,11.0,12.0,7.0,13.0,6.0,14.0,11.0,12.0,20.0,13.0,15.0,5.0,12.0,12.0,3.0,4.0,11.0,7.0,6.0,15.0,13.0,2.0,11.0,8.0,15.0,21.0,7.0,8.0,17.0,10.0
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","",4.0,13.0,6.0,17.0,5.0,9.0,2.0,15.0,22.0,32.0,9.0,14.0,39.0,34.0,27.0,54.0,81.0,73.0,202.0,82.0,0.0,159.0,160.0,111.0,305.0,148.0,284.0,292.0,247.0,219.0,201.0,238.0,275.0,250.0,424.0,411.0,408.0,445.0,372.0,304.0,324.0,312.0
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,11.0,4.0,5.0,8.0
Singapore,Asia & the Pacific,https://cdn.countryflags.com/thumbs/singapore/flag-button-round-250.png,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,6.0,4.0,2.0,3.0,7.0,3.0,2.0,2.0,3.0,8.0,9.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,13.0,8.0,12.0,10.0,6.0,12.0,9.0,13.0,14.0,12.0,17.0,23.0,47.0,32.0,40.0,47.0,23.0,54.0,49.0,10.0,26.0,138.0,71.0,41.0,0.0,35.0,121.0,49.0,65.0,75.0,120.0,66.0,106.0,142.0,286.0,0.0,390.0,233.0,386.0,334.0,447.0,728.0,623.0,942.0,596.0,0.0
Slovakia,Europe,https://cdn.countryflags.com/thumbs/slovakia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,2.0,2.0,"",2.0,3.0,11.0,9.0,14.0,17.0,23.0,13.0,10.0,16.0,14.0,41.0,7.0,6.0,13.0,12.0,10.0,69.0,0.0,41.0,0.0,27.0,37.0,26.0,24.0,21.0,14.0,49.0,47.0,101.0,19.0,14.0,13.0,14.0,27.0,66.0,28.0,114.0,72.0,40.0,72.0,12.0
Slovenia,Europe,https://cdn.countryflags.com/thumbs/slovenia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,5.0,3.0,3.0,4.0,"",15.0,26.0,39.0,45.0,40.0,38.0,34.0,22.0,11.0,33.0,22.0,42.0,31.0,28.0,38.0,48.0,49.0,55.0,59.0,39.0,33.0,51.0,27.0,56.0,37.0,43.0,20.0,24.0,34.0,36.0,33.0,36.0,28.0,17.0,7.0,8.0,28.0,20.0,36.0,13.0,13.0,5.0
Solomon Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/solomon-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,4.0,0.0,35.0,20.0,0.0,36.0,19.0,29.0,73.0
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"",1.0,1.0,4.0,"",6.0,4.0,7.0,0.0,27.0,11.0,23.0,31.0,34.0,55.0,35.0,34.0,128.0,155.0,152.0,218.0,243.0,17.0,93.0,46.0,27.0,27.0,82.0,43.0,80.0,70.0,31.0,63.0,96.0,89.0,69.0,25.0,145.0,99.0,143.0,91.0,99.0,178.0,251.0,124.0,142.0
South Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/south-korea/flag-button-round-250.png,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,34.0,75.0,190.0,256.0,161.0,130.0,254.0,449.0,427.0,909.0,595.0,686.0,600.0,516.0,438.0,518.0,483.0,367.0,248.0,131.0,242.0,114.0,110.0,107.0,76.0,74.0,84.0,93.0,152.0,87.0,147.0,98.0,64.0,76.0,100.0,104.0,91.0,146.0,105.0,78.0,125.0,0.0,190.0,86.0,94.0,81.0,47.0,47.0,53.0,39.0,27.0,0.0,62.0,25.0,27.0,27.0,22.0,22.0,18.0,8.0,13.0,9.0
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,Europe,https://cdn.countryflags.com/thumbs/spain/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,13.0,9.0,32.0,17.0,31.0,37.0,49.0,61.0,113.0,56.0,159.0,615.0,435.0,501.0,864.0,1227.0,1522.0,2000.0,1438.0,1987.0,2538.0,3431.0,2833.0,4946.0,3646.0,4517.0,6584.0,7937.0,8578.0,7871.0,8189.0,6549.0,6398.0,9222.0,7719.0,8102.0,7472.0,7026.0,6023.0,4273.0,5478.0,6180.0,5756.0,4576.0,4830.0,4167.0,3477.0,3045.0,5092.0,5183.0,5252.0,3658.0,4218.0,4266.0
