Entity,Code,Day,Value
Egypt,EGY,43,0.019428513387275435
Egypt,EGY,44,0.019428513387275435
Egypt,EGY,45,0.029142770080913153
Egypt,EGY,46,0.029142770080913153
Egypt,EGY,47,0.46628432129461045
Egypt,EGY,48,0.5342841181500745
Egypt,EGY,49,0.5731411449246253
Egypt,EGY,50,0.5731411449246253
Egypt,EGY,51,0.6508551984737271
Egypt,EGY,52,0.6508551984737271
Egypt,EGY,53,0.9034258725083077
Egypt,EGY,54,0.9034258725083077
Egypt,EGY,55,1.2239963433983523
Egypt,EGY,56,1.612566611143861
Equatorial Guinea,GNQ,54,0.7110959410643685
Equatorial Guinea,GNQ,55,0.7110959410643685
Equatorial Guinea,GNQ,56,0.7110959410643685
Estonia,EST,37,0.7689001421696363
Estonia,EST,38,0.7689001421696363
Estonia,EST,39,0.7689001421696363
Estonia,EST,40,0.7689001421696363
Estonia,EST,41,0.7689001421696363
Estonia,EST,42,0.7689001421696363
Estonia,EST,43,1.5378002843392726
Estonia,EST,44,1.5378002843392726
Estonia,EST,45,2.306700426508909
Estonia,EST,46,7.6890014216963625
Estonia,EST,47,7.6890014216963625
Estonia,EST,48,7.6890014216963625
Estonia,EST,49,7.6890014216963625
Estonia,EST,50,9.995701848205272
Estonia,EST,51,9.995701848205272
Estonia,EST,52,9.995701848205272
Estonia,EST,53,60.743111231401265
Estonia,EST,54,60.743111231401265
Estonia,EST,55,157.62452914477544
Estonia,EST,56,157.62452914477544
Ethiopia,ETH,53,0.008868466190790684
Ethiopia,ETH,54,0.008868466190790684
Ethiopia,ETH,55,0.008868466190790684
Ethiopia,ETH,56,0.044342330953953416
Finland,FIN,9,0.17920739079952844
Finland,FIN,10,0.17920739079952844
Finland,FIN,11,0.17920739079952844
Finland,FIN,12,0.17920739079952844
Finland,FIN,13,0.17920739079952844
Finland,FIN,14,0.17920739079952844
Finland,FIN,15,0.17920739079952844
Finland,FIN,16,0.17920739079952844
Finland,FIN,17,0.17920739079952844
Finland,FIN,18,0.17920739079952844
Finland,FIN,19,0.17920739079952844
Finland,FIN,20,0.17920739079952844
Finland,FIN,21,0.17920739079952844
Finland,FIN,22,0.17920739079952844
Finland,FIN,23,0.17920739079952844
Finland,FIN,24,0.17920739079952844
Finland,FIN,25,0.17920739079952844
Finland,FIN,26,0.17920739079952844
Finland,FIN,27,0.17920739079952844
Finland,FIN,28,0.17920739079952844
Finland,FIN,29,0.17920739079952844
Finland,FIN,30,0.17920739079952844
Finland,FIN,31,0.17920739079952844
Finland,FIN,32,0.17920739079952844
Finland,FIN,33,0.17920739079952844
Finland,FIN,34,0.17920739079952844
Finland,FIN,35,0.17920739079952844
Finland,FIN,36,0.17920739079952844
Finland,FIN,37,0.3584147815990569
Finland,FIN,38,0.3584147815990569
Finland,FIN,39,0.3584147815990569
Finland,FIN,40,0.3584147815990569
Finland,FIN,41,1.0752443447971705
Finland,FIN,42,1.2544517355966989
Finland,FIN,43,1.2544517355966989
Finland,FIN,44,1.2544517355966989
Finland,FIN,45,2.150488689594341
Finland,FIN,46,3.40494042519104
Finland,FIN,47,3.40494042519104
Finland,FIN,48,5.376221723985853
Finland,FIN,49,7.168295631981137
Finland,FIN,50,7.168295631981137
Finland,FIN,51,7.168295631981137
Finland,FIN,52,19.533605597148597
Finland,FIN,53,19.533605597148597
Finland,FIN,54,37.63355206790097
Finland,FIN,55,47.84837334347409
Finland,FIN,56,48.74441029747173
France,FRA,4,0.04564739532538719
France,FRA,5,0.04564739532538719
France,FRA,6,0.04564739532538719
France,FRA,7,0.04564739532538719
France,FRA,8,0.06086319376718292
France,FRA,9,0.07607899220897865
France,FRA,10,0.09129479065077438
France,FRA,11,0.09129479065077438
France,FRA,12,0.09129479065077438
France,FRA,13,0.09129479065077438
France,FRA,14,0.09129479065077438
France,FRA,15,0.09129479065077438
France,FRA,16,0.09129479065077438
France,FRA,17,0.09129479065077438
France,FRA,18,0.09129479065077438
France,FRA,19,0.16737378285975302
France,FRA,20,0.16737378285975302
France,FRA,21,0.16737378285975302
France,FRA,22,0.16737378285975302
France,FRA,23,0.16737378285975302
France,FRA,24,0.16737378285975302
France,FRA,25,0.16737378285975302
France,FRA,26,0.18258958130154876
France,FRA,27,0.18258958130154876
France,FRA,28,0.18258958130154876
France,FRA,29,0.18258958130154876
France,FRA,30,0.18258958130154876
France,FRA,31,0.18258958130154876
France,FRA,32,0.18258958130154876
France,FRA,33,0.18258958130154876
France,FRA,34,0.18258958130154876
France,FRA,35,0.18258958130154876
France,FRA,36,0.18258958130154876
France,FRA,37,0.2738843719523231
France,FRA,38,0.5782003407882377
France,FRA,39,0.8673005111823565
France,FRA,40,1.521579844179573
France,FRA,41,1.521579844179573
France,FRA,42,2.9062175023829844
France,FRA,43,3.2257492696606946
France,FRA,44,4.290855160586395
France,FRA,45,6.390635345554206
France,FRA,46,9.327284444820782
France,FRA,47,10.742353699907785
France,FRA,48,16.980831061044032
France,FRA,49,21.33254941539761
France,FRA,50,26.992826435745624
France,FRA,51,34.524646664434506
France,FRA,52,43.517183543535786
France,FRA,53,55.38550632813645
France,FRA,54,67.99940323638512
France,FRA,55,81.86099561686102
France,FRA,56,100.01344315792333
French Guiana,GUF,47,16.448342336059373
French Guiana,GUF,48,16.448342336059373
French Guiana,GUF,49,16.448342336059373
French Guiana,GUF,50,16.448342336059373
French Guiana,GUF,51,16.448342336059373
French Guiana,GUF,52,19.738010803271248
French Guiana,GUF,53,19.738010803271248
French Guiana,GUF,54,23.027679270483123
French Guiana,GUF,55,23.027679270483123
French Guiana,GUF,56,23.027679270483123
French Polynesia,PYF,51,3.4394518889469774
French Polynesia,PYF,52,3.4394518889469774
French Polynesia,PYF,53,3.4394518889469774
French Polynesia,PYF,54,10.318355666840931
French Polynesia,PYF,55,10.318355666840931
French Polynesia,PYF,56,10.318355666840931
Gabon,GAB,53,0.4648375927176685
Gabon,GAB,54,0.4648375927176685
Gabon,GAB,55,0.4648375927176685
Gabon,GAB,56,0.4648375927176685
Georgia,GEO,37,0.2565070055910832
Georgia,GEO,38,0.2565070055910832
Georgia,GEO,39,0.5130140111821664
Georgia,GEO,40,0.7695210167732496
Georgia,GEO,41,0.7695210167732496
Georgia,GEO,42,0.7695210167732496
Georgia,GEO,43,0.7695210167732496
Georgia,GEO,44,0.7695210167732496
Georgia,GEO,45,2.3085630503197487
Georgia,GEO,46,2.3085630503197487
Georgia,GEO,47,3.0780840670929983
Georgia,GEO,48,3.3345910726840815
Georgia,GEO,49,3.8476050838662474
Georgia,GEO,50,5.899661128594913
Georgia,GEO,51,5.899661128594913
Georgia,GEO,52,6.41267513977708
Georgia,GEO,53,6.41267513977708
Georgia,GEO,54,7.695210167732495
Georgia,GEO,55,8.464731184505744
Georgia,GEO,56,8.464731184505744
Germany,DEU,7,0.012115271966653924
Germany,DEU,8,0.048461087866615696
Germany,DEU,9,0.048461087866615696
Germany,DEU,10,0.06057635983326962
Germany,DEU,11,0.08480690376657747
Germany,DEU,12,0.09692217573323139
Germany,DEU,13,0.12115271966653925
Germany,DEU,14,0.1453832635998471
Germany,DEU,15,0.1453832635998471
Germany,DEU,16,0.1453832635998471
Germany,DEU,17,0.157498535566501
Germany,DEU,18,0.16961380753315494
Germany,DEU,19,0.16961380753315494
Germany,DEU,20,0.16961380753315494
Germany,DEU,21,0.16961380753315494
Germany,DEU,22,0.19384435146646278
Germany,DEU,23,0.19384435146646278
Germany,DEU,24,0.19384435146646278
Germany,DEU,25,0.19384435146646278
Germany,DEU,26,0.19384435146646278
Germany,DEU,27,0.19384435146646278
Germany,DEU,28,0.19384435146646278
Germany,DEU,29,0.19384435146646278
Germany,DEU,30,0.19384435146646278
Germany,DEU,31,0.19384435146646278
Germany,DEU,32,0.19384435146646278
Germany,DEU,33,0.19384435146646278
Germany,DEU,34,0.19384435146646278
Germany,DEU,35,0.19384435146646278
Germany,DEU,36,0.21807489539977065
Germany,DEU,37,0.2544207112997324
Germany,DEU,38,0.314997071133002
Germany,DEU,39,0.6905705020992737
Germany,DEU,40,0.6905705020992737
Germany,DEU,41,1.5628700836983562
Germany,DEU,42,1.902097698764666
Germany,DEU,43,2.374593305464169
Germany,DEU,44,3.1742012552633283
Germany,DEU,45,6.469555230193196
Germany,DEU,46,7.741658786691858
Germany,DEU,47,9.63164121348987
Germany,DEU,48,13.472182426919163
Germany,DEU,49,13.79929477001882
Germany,DEU,50,15.701392468783485
Germany,DEU,51,18.9846311717467
Germany,DEU,52,28.701079289003147
Germany,DEU,53,37.09696276189432
Germany,DEU,54,45.97745711345164
Germany,DEU,55,58.61368577467169
Germany,DEU,56,72.8370150635234
Ghana,GHA,53,0.032537514534101024
Ghana,GHA,54,0.06507502906820205
Ghana,GHA,55,0.06507502906820205
Ghana,GHA,56,0.19522508720460616
Greece,GRC,37,0.09006921999695205
Greece,GRC,38,0.27020765999085616
Greece,GRC,39,0.27020765999085616
Greece,GRC,40,0.27020765999085616
Greece,GRC,41,0.6304845399786644
Greece,GRC,42,0.6304845399786644
Greece,GRC,43,0.6304845399786644
Greece,GRC,44,0.8106229799725685
Greece,GRC,45,2.8822150399024657
Greece,GRC,46,2.8822150399024657
Greece,GRC,47,5.944568519798835
Greece,GRC,48,6.5750530597775
Greece,GRC,49,6.5750530597775
Greece,GRC,50,8.016160579728734
Greece,GRC,51,8.826783559701301
Greece,GRC,52,8.826783559701301
Greece,GRC,53,8.826783559701301
Greece,GRC,54,20.535782159305068
Greece,GRC,55,29.81291181899113
Greece,GRC,56,29.81291181899113
Guam,GUM,56,17.780201153342382
Guatemala,GTM,55,0.05583219789253554
Guatemala,GTM,56,0.05583219789253554
Guinea,GIN,53,0.0727229040640904
Guinea,GIN,54,0.0727229040640904
Guinea,GIN,55,0.0727229040640904
Guinea,GIN,56,0.0727229040640904
Guyana,GUY,52,1.2645710195730304
Guyana,GUY,53,1.2645710195730304
Guyana,GUY,54,1.2645710195730304
Guyana,GUY,55,5.058284078292122
Guyana,GUY,56,5.058284078292122
Honduras,HND,51,0.20577687716097873
Honduras,HND,52,0.20577687716097873
Honduras,HND,53,0.20577687716097873
Honduras,HND,54,0.20577687716097873
Honduras,HND,55,0.20577687716097873
Honduras,HND,56,0.8231075086439149
Hungary,HUN,44,0.2078731109271203
Hungary,HUN,45,0.2078731109271203
Hungary,HUN,46,0.5196827773178008
Hungary,HUN,47,0.727555888244921
Hungary,HUN,48,0.9354289991720414
Hungary,HUN,49,0.9354289991720414
Hungary,HUN,50,1.351175221026282
Hungary,HUN,51,1.351175221026282
Hungary,HUN,52,1.6629848874169624
Hungary,HUN,53,1.9747945538076428
Hungary,HUN,54,3.3259697748339248
Hungary,HUN,55,4.053525663078846
Hungary,HUN,56,5.196827773178008
Iceland,ISL,41,5.8270304287529
Iceland,ISL,42,26.221636929388048
Iceland,ISL,43,46.6162434300232
Iceland,ISL,44,75.75139557378769
Iceland,ISL,45,75.75139557378769
Iceland,ISL,46,131.10818464694023
Iceland,ISL,47,131.10818464694023
Iceland,ISL,48,160.24333679070475
Iceland,ISL,49,160.24333679070475
Iceland,ISL,50,177.72442807696342
Iceland,ISL,51,177.72442807696342
Iceland,ISL,52,177.72442807696342
Iceland,ISL,53,177.72442807696342
Iceland,ISL,54,402.06509958395003
Iceland,ISL,55,402.06509958395003
Iceland,ISL,56,579.7895276609134
India,IND,9,0.0007229624237251056
India,IND,10,0.0007229624237251056
India,IND,11,0.0007229624237251056
India,IND,12,0.0014459248474502113
India,IND,13,0.002168887271175317
India,IND,14,0.002168887271175317
India,IND,15,0.002168887271175317
India,IND,16,0.002168887271175317
India,IND,17,0.002168887271175317
India,IND,18,0.002168887271175317
India,IND,19,0.002168887271175317
India,IND,20,0.002168887271175317
India,IND,21,0.002168887271175317
India,IND,22,0.002168887271175317
India,IND,23,0.002168887271175317
India,IND,24,0.002168887271175317
India,IND,25,0.002168887271175317
India,IND,26,0.002168887271175317
India,IND,27,0.002168887271175317
India,IND,28,0.002168887271175317
India,IND,29,0.002168887271175317
India,IND,30,0.002168887271175317
India,IND,31,0.002168887271175317
India,IND,32,0.002168887271175317
India,IND,33,0.002168887271175317
India,IND,34,0.002168887271175317
India,IND,35,0.002168887271175317
India,IND,36,0.002168887271175317
India,IND,37,0.002168887271175317
India,IND,38,0.002168887271175317
India,IND,39,0.002168887271175317
India,IND,40,0.002168887271175317
India,IND,41,0.002168887271175317
India,IND,42,0.0036148121186255285
India,IND,43,0.004337774542350634
India,IND,44,0.020965910288028064
India,IND,45,0.02168887271175317
India,IND,46,0.022411835135478276
India,IND,47,0.024580722406653592
India,IND,48,0.031087384220179544
India,IND,49,0.03181034664390465
India,IND,50,0.04337774542350634
India,IND,51,0.05277625693193271
India,IND,52,0.05349921935565782
India,IND,53,0.059282918745458664
India,IND,54,0.0773569793385863
India,IND,55,0.08241771630466205
India,IND,56,0.09904585205033947
Indonesia,IDN,41,0.007346918135168359
Indonesia,IDN,42,0.007346918135168359
Indonesia,IDN,43,0.007346918135168359
Indonesia,IDN,44,0.007346918135168359
Indonesia,IDN,45,0.007346918135168359
Indonesia,IDN,46,0.007346918135168359
Indonesia,IDN,47,0.022040754405505077
Indonesia,IDN,48,0.022040754405505077
Indonesia,IDN,49,0.06979572228409942
Indonesia,IDN,50,0.09918339482477286
Indonesia,IDN,51,0.1248976082978621
Indonesia,IDN,52,0.1248976082978621
Indonesia,IDN,53,0.2534686756633084
Indonesia,IDN,54,0.429794710907349
Indonesia,IDN,55,0.429794710907349
Indonesia,IDN,56,0.6318349596244789
Iran,IRN,30,0.023927128780795903
Iran,IRN,31,0.05981782195198976
Iran,IRN,32,0.21534415902716314
Iran,IRN,33,0.33497980293114266
Iran,IRN,34,0.5144332687871119
Iran,IRN,35,0.729777427814275
Iran,IRN,36,1.1365386170878053
Iran,IRN,37,1.6868625790461111
Iran,IRN,38,2.931073275647498
Iran,IRN,39,4.641862983474406
Iran,IRN,40,7.094393683505985
Iran,IRN,41,11.700365973809197
Iran,IRN,42,17.957310149987325
Iran,IRN,43,27.946886415969615
Iran,IRN,44,34.957535148742814
Iran,IRN,45,42.02800170346801
Iran,IRN,46,56.79104016121908
Iran,IRN,47,69.66383544528728
Iran,IRN,48,78.55276378735294
Iran,IRN,49,85.67108459963973
Iran,IRN,50,96.21098482758033
Iran,IRN,51,107.67207951358156
Iran,IRN,52,120.53291123325937
Iran,IRN,53,135.9539457324823
Iran,IRN,54,152.28421112537552
Iran,IRN,55,179.3457937764557
Iran,IRN,56,179.3457937764557
Iraq,IRQ,35,0.024094710524340656
Iraq,IRQ,36,0.12047355262170328
Iraq,IRQ,37,0.14456826314604396
Iraq,IRQ,38,0.1686629736703846
Iraq,IRQ,39,0.19275768419472525
Iraq,IRQ,40,0.31323123681642856
Iraq,IRQ,41,0.4577994999624725
Iraq,IRQ,42,0.6264624736328571
Iraq,IRQ,43,0.7469360262545603
Iraq,IRQ,44,0.8674095788762637
Iraq,IRQ,45,0.8674095788762637
Iraq,IRQ,46,1.0601672630709889
Iraq,IRQ,47,1.3011143683143955
Iraq,IRQ,48,1.4456826314604394
Iraq,IRQ,49,1.4697773419847802
Iraq,IRQ,50,1.4697773419847802
Iraq,IRQ,51,1.686629736703846
Iraq,IRQ,52,1.686629736703846
Iraq,IRQ,53,2.2408080787636813
Iraq,IRQ,54,2.2408080787636813
Iraq,IRQ,55,2.9877441050182414
Iraq,IRQ,56,2.9877441050182414
Ireland,IRL,40,0.20458298622420004
Ireland,IRL,41,0.20458298622420004
Ireland,IRL,42,0.20458298622420004
Ireland,IRL,43,0.4091659724484001
Ireland,IRL,44,0.4091659724484001
Ireland,IRL,45,2.864161807138801
Ireland,IRL,46,3.682493752035601
Ireland,IRL,47,3.887076738259801
Ireland,IRL,48,4.296242710708201
Ireland,IRL,49,4.909991669380801
Ireland,IRL,50,6.955821531622802
Ireland,IRL,51,8.797068407640602
Ireland,IRL,52,14.320809035694003
Ireland,IRL,53,18.412468760178005
Ireland,IRL,54,26.39120522292181
Ireland,IRL,55,34.57452467188981
Ireland,IRL,56,45.62200592799661
Israel,ISR,32,0.11476366889809317
Israel,ISR,33,0.11476366889809317
Israel,ISR,34,0.11476366889809317
Israel,ISR,35,0.22952733779618634
Israel,ISR,36,0.22952733779618634
Israel,ISR,37,0.22952733779618634
Israel,ISR,38,0.3442910066942795
Israel,ISR,39,0.5738183444904659
Israel,ISR,40,0.8033456822866522
Israel,ISR,41,0.8033456822866522
Israel,ISR,42,1.1476366889809317
Israel,ISR,43,1.377164026777118
Israel,ISR,44,1.7214550334713974
Israel,ISR,45,1.7214550334713974
Israel,ISR,46,2.18050970906377
Israel,ISR,47,2.869091722452329
Israel,ISR,48,4.475783087025634
Israel,ISR,49,4.475783087025634
Israel,ISR,50,8.607275167356988
Israel,ISR,51,8.607275167356988
Israel,ISR,52,8.607275167356988
Israel,ISR,53,11.476366889809317
Israel,ISR,54,20.427933063860582
Israel,ISR,55,22.952733779618633
Israel,ISR,56,28.690917224523293
Italy,ITA,10,0.033822592351869685
Italy,ITA,11,0.033822592351869685
Italy,ITA,12,0.033822592351869685
Italy,ITA,13,0.033822592351869685
Italy,ITA,14,0.033822592351869685
Italy,ITA,15,0.033822592351869685
Italy,ITA,16,0.033822592351869685
Italy,ITA,17,0.050733888527804534
Italy,ITA,18,0.050733888527804534
Italy,ITA,19,0.050733888527804534
Italy,ITA,20,0.050733888527804534
Italy,ITA,21,0.050733888527804534
Italy,ITA,22,0.050733888527804534
Italy,ITA,23,0.050733888527804534
Italy,ITA,24,0.050733888527804534
Italy,ITA,25,0.050733888527804534
Italy,ITA,26,0.050733888527804534
Italy,ITA,27,0.050733888527804534
Italy,ITA,28,0.050733888527804534
Italy,ITA,29,0.050733888527804534
Italy,ITA,30,0.050733888527804534
Italy,ITA,31,0.050733888527804534
Italy,ITA,32,0.15220166558341358
Italy,ITA,33,1.2852585093710482
Italy,ITA,34,2.0970007258159207
Italy,ITA,35,3.872686824289079
Italy,ITA,36,5.44543736865102
Italy,ITA,37,6.764518470373938
Italy,ITA,38,10.992342514357649
Italy,ITA,39,15.01723100423014
Italy,ITA,40,19.075942086454504
Italy,ITA,41,28.56317924115395
Italy,ITA,42,34.43139901420334
Italy,ITA,43,42.31206303218898
Italy,ITA,44,52.23899388746273
Italy,ITA,45,65.24378064675663
Italy,ITA,46,78.40076907163393
Italy,ITA,47,99.48915540302468
Italy,ITA,48,124.72080929751948
Italy,ITA,49,155.1104085256744
Italy,ITA,50,171.63274488956273
Italy,ITA,51,210.7485729445
Italy,ITA,52,255.5804191069033
Italy,ITA,53,298.65349046700936
Italy,ITA,54,357.7922931942535
Italy,ITA,55,418.50384646585957
Italy,ITA,56,473.1780670026569
Jamaica,JAM,50,0.3432698512955004
Jamaica,JAM,51,0.3432698512955004
Jamaica,JAM,52,0.3432698512955004
Jamaica,JAM,53,2.4028889590685027
Jamaica,JAM,54,2.7461588103640033
Jamaica,JAM,55,3.432698512955004
Jamaica,JAM,56,3.432698512955004
Japan,JPN,0,0.007905410373528505
Japan,JPN,1,0.007905410373528505
Japan,JPN,2,0.007905410373528505
Japan,JPN,3,0.007905410373528505
Japan,JPN,4,0.023716231120585515
Japan,JPN,5,0.023716231120585515
Japan,JPN,6,0.03162164149411402
Japan,JPN,7,0.04743246224117103
Japan,JPN,8,0.05533787261469954
Japan,JPN,9,0.08695951410881356
Japan,JPN,10,0.11067574522939908
Japan,JPN,11,0.1343919763499846
Japan,JPN,12,0.1581082074705701
Japan,JPN,13,0.1581082074705701
Japan,JPN,14,0.1581082074705701
Japan,JPN,15,0.18182443859115563
Japan,JPN,16,0.19763525933821263
Japan,JPN,17,0.19763525933821263
Japan,JPN,18,0.19763525933821263
Japan,JPN,19,0.20554066971174115
Japan,JPN,20,0.20554066971174115
Japan,JPN,21,0.20554066971174115
Japan,JPN,22,0.22135149045879815
Japan,JPN,23,0.22925690083232667
Japan,JPN,24,0.2608785423264407
Japan,JPN,25,0.3241218253146687
Japan,JPN,26,0.4189867497970108
Japan,JPN,27,0.4664192120381818
Japan,JPN,28,0.5138516742793529
Japan,JPN,29,0.5770949572675809
Japan,JPN,30,0.6719598817499229
Japan,JPN,31,0.735203164738151
Japan,JPN,32,0.830068089220493
Japan,JPN,33,1.0435141693057628
Japan,JPN,34,1.1383790937881049
Japan,JPN,35,1.2411494286439753
Japan,JPN,36,1.2964873012586748
Japan,JPN,37,1.470406329476302
Japan,JPN,38,1.660136178440986
Japan,JPN,39,1.8182443859115562
Japan,JPN,40,1.8893930792733127
Japan,JPN,41,2.00797423487624
Japan,JPN,42,2.1186499801056393
Japan,JPN,43,2.2451365460820956
Japan,JPN,44,2.506015088408536
Japan,JPN,45,2.758988220361448
Japan,JPN,46,3.22540743239963
Japan,JPN,47,3.5969617199554698
Japan,JPN,48,3.857840262281911
Japan,JPN,49,4.063380931993652
Japan,JPN,50,4.490273092164191
Japan,JPN,51,4.901354431587674
Japan,JPN,52,5.336152002131741
Japan,JPN,53,5.66027382744641
Japan,JPN,54,6.166220091352234
Japan,JPN,55,6.435004044052203
Japan,JPN,56,6.553585199655131
Jordan,JOR,42,0.09795602988912748
Jordan,JOR,43,0.09795602988912748
Jordan,JOR,44,0.09795602988912748
Jordan,JOR,45,0.09795602988912748
Jordan,JOR,46,0.09795602988912748
Jordan,JOR,47,0.09795602988912748
Jordan,JOR,48,0.09795602988912748
Jordan,JOR,49,0.09795602988912748
Jordan,JOR,50,0.09795602988912748
Jordan,JOR,51,0.09795602988912748
Jordan,JOR,52,0.09795602988912748
Jordan,JOR,53,0.09795602988912748
Jordan,JOR,54,0.09795602988912748
Jordan,JOR,55,0.587736179334765
Jordan,JOR,56,3.428461046119462
Kazakhstan,KAZ,54,0.31953749716610186
Kazakhstan,KAZ,55,0.31953749716610186
Kazakhstan,KAZ,56,0.31953749716610186
Kenya,KEN,53,0.01869449010002431
Kenya,KEN,54,0.01869449010002431
Kenya,KEN,55,0.01869449010002431
Kenya,KEN,56,0.05608347030007292
Kuwait,KWT,34,0.6972082619179036
Kuwait,KWT,35,1.8592220317810766
Kuwait,KWT,36,2.7888330476716146
Kuwait,KWT,37,9.993318420823286
Kuwait,KWT,38,9.993318420823286
Kuwait,KWT,39,10.458123928768556
Kuwait,KWT,40,10.458123928768556
Kuwait,KWT,41,13.014554222467536
Kuwait,KWT,42,13.014554222467536
Kuwait,KWT,43,13.014554222467536
Kuwait,KWT,44,13.479359730412805
Kuwait,KWT,45,13.479359730412805
Kuwait,KWT,46,13.479359730412805
Kuwait,KWT,47,14.408970746303343
Kuwait,KWT,48,14.873776254248613
Kuwait,KWT,49,15.106179008221247
Kuwait,KWT,50,16.035790024111783
Kuwait,KWT,51,18.592220317810764
Kuwait,KWT,52,18.592220317810764
Kuwait,KWT,53,23.240275397263456
Kuwait,KWT,54,26.029108444935073
Kuwait,KWT,55,26.029108444935073
Kuwait,KWT,56,30.212358016442494
Latvia,LVA,42,0.5282639713934495
Latvia,LVA,43,0.5282639713934495
Latvia,LVA,44,0.5282639713934495
Latvia,LVA,45,0.5282639713934495
Latvia,LVA,46,0.5282639713934495
Latvia,LVA,47,0.5282639713934495
Latvia,LVA,48,1.5847919141803484
Latvia,LVA,49,3.1695838283606967
Latvia,LVA,50,4.226111771147596
Latvia,LVA,51,8.452223542295192
Latvia,LVA,52,8.452223542295192
Latvia,LVA,53,8.452223542295192
Latvia,LVA,54,15.847919141803484
Latvia,LVA,55,16.376183113196934
Latvia,LVA,56,19.01750297016418
Lebanon,LBN,32,0.16611861367372144
Lebanon,LBN,33,0.16611861367372144
Lebanon,LBN,34,0.16611861367372144
Lebanon,LBN,35,0.16611861367372144
Lebanon,LBN,36,0.16611861367372144
Lebanon,LBN,37,0.3322372273474429
Lebanon,LBN,38,0.3322372273474429
Lebanon,LBN,39,0.3322372273474429
Lebanon,LBN,40,0.3322372273474429
Lebanon,LBN,41,1.6611861367372145
Lebanon,LBN,42,2.1595419777583786
Lebanon,LBN,43,2.1595419777583786
Lebanon,LBN,44,2.1595419777583786
Lebanon,LBN,45,2.657897818779543
Lebanon,LBN,46,3.6546095008218717
Lebanon,LBN,47,4.6513211828642005
Lebanon,LBN,48,5.315795637559086
Lebanon,LBN,49,6.810863160622579
Lebanon,LBN,50,6.810863160622579
Lebanon,LBN,51,10.963828502465615
Lebanon,LBN,52,10.963828502465615
Lebanon,LBN,53,12.79113325287655
Lebanon,LBN,54,15.449031071656094
Lebanon,LBN,55,16.445742753698422
Lebanon,LBN,56,18.106928890435636
Liberia,LBR,56,0.19593040787028937
Lithuania,LTU,38,0.3505723795240489
Lithuania,LTU,39,0.3505723795240489
Lithuania,LTU,40,0.3505723795240489
Lithuania,LTU,41,0.3505723795240489
Lithuania,LTU,42,0.3505723795240489
Lithuania,LTU,43,0.3505723795240489
Lithuania,LTU,44,0.3505723795240489
Lithuania,LTU,45,0.3505723795240489
Lithuania,LTU,46,0.3505723795240489
Lithuania,LTU,47,0.3505723795240489
Lithuania,LTU,48,0.3505723795240489
Lithuania,LTU,49,0.3505723795240489
Lithuania,LTU,50,0.3505723795240489
Lithuania,LTU,51,1.0517171385721467
Lithuania,LTU,52,1.0517171385721467
Lithuania,LTU,53,2.1034342771442933
Lithuania,LTU,54,3.15515141571644
Lithuania,LTU,55,4.908013313336685
Lithuania,LTU,56,5.959730451908832
Luxembourg,LUX,41,1.6557826553455286
Luxembourg,LUX,42,1.6557826553455286
Luxembourg,LUX,43,1.6557826553455286
Luxembourg,LUX,44,1.6557826553455286
Luxembourg,LUX,45,1.6557826553455286
Luxembourg,LUX,46,3.311565310691057
Luxembourg,LUX,47,3.311565310691057
Luxembourg,LUX,48,3.311565310691057
Luxembourg,LUX,49,8.278913276727643
Luxembourg,LUX,50,8.278913276727643
Luxembourg,LUX,51,28.148305140873987
Luxembourg,LUX,52,28.148305140873987
Luxembourg,LUX,53,62.91974090313009
Luxembourg,LUX,54,62.91974090313009
Luxembourg,LUX,55,62.91974090313009
Luxembourg,LUX,56,134.11839508298783
Macedonia,MKD,37,0.47891917520539656
Macedonia,MKD,38,0.47891917520539656
Macedonia,MKD,39,0.47891917520539656
Macedonia,MKD,40,0.47891917520539656
Macedonia,MKD,41,0.47891917520539656
Macedonia,MKD,42,0.47891917520539656
Macedonia,MKD,43,0.47891917520539656
Macedonia,MKD,44,0.47891917520539656
Macedonia,MKD,45,0.47891917520539656
Macedonia,MKD,46,1.4367575256161895
Macedonia,MKD,47,1.4367575256161895
Macedonia,MKD,48,1.4367575256161895
Macedonia,MKD,49,3.3524342264377758
Macedonia,MKD,50,3.3524342264377758
Macedonia,MKD,51,3.3524342264377758
Macedonia,MKD,52,3.3524342264377758
Macedonia,MKD,53,4.310272576848569
Macedonia,MKD,54,6.225949277670155
Macedonia,MKD,55,6.225949277670155
Macedonia,MKD,56,9.099464328902535
Malaysia,MYS,5,0.09127051384660403
Malaysia,MYS,6,0.12169401846213872
Malaysia,MYS,7,0.12169401846213872
Malaysia,MYS,8,0.12169401846213872
Malaysia,MYS,9,0.21296453230874274
Malaysia,MYS,10,0.24338803692427743
Malaysia,MYS,11,0.24338803692427743
Malaysia,MYS,12,0.24338803692427743
Malaysia,MYS,13,0.24338803692427743
Malaysia,MYS,14,0.3042350461553468
Malaysia,MYS,15,0.3042350461553468
Malaysia,MYS,16,0.36508205538641614
Malaysia,MYS,17,0.4259290646174855
Malaysia,MYS,18,0.4563525692330202
Malaysia,MYS,19,0.5171995784640896
Malaysia,MYS,20,0.5476230830796243
Malaysia,MYS,21,0.5476230830796243
Malaysia,MYS,22,0.5476230830796243
Malaysia,MYS,23,0.5476230830796243
Malaysia,MYS,24,0.5780465876951589
Malaysia,MYS,25,0.6388935969262283
