country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Honduras,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/honduras/flag-button-round-250.png,804300,781500,791800,796900,807900,898300,986500,1099700,1240200,1363400,1407112,1484814,1440000,1415972,1505948,1541782,1844738,2164484,2555446,2905730,2920360,3095570,3150283,3054318,2988885,2988614,2658945,2509136,2724727,2897863,2730136,2838776,2918792,3077814,3059115,3580200,3637127,3778545,3755772,3974000,4117000,3660000,5362753,5465850,5625450,5570000,6080910,6141719,6895340,6490645,5724561,5860502,5150700,5391100,5170800,5356026,5379869,5526000
Hong Kong,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197570.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Hungary,Europe,https://cdn.countryflags.com/thumbs/hungary/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,110001008,103967008,91913008,104225008,122077008,123990000,92827008,95500000,124676096,135024000,126368000,113569504,124866704,140805008,144288896,140603504,153007008,176965008,151655104,128833408,154248000,186357600,189505600,174076000,170319200,171680992,186089504,196736896,203036800,225569200,241045504,254000000,228030000,229670000,275540000,281100000,277560000,279541504,310332800,299323904,295956000,297207808,287383200,233861792,237088400,281171808,355519712,348187904,285029312,292301600,342382016,361036992,341200000,352142000,362333000,348448000,306069000,376900000
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,10931200,10211100,8959500,10959400,11224800,9549900,10211700,8858300,9990100,9747900,11226900,11649600,10847800,13426500,13079200,14034480,14516280,19334000,19083008,17133296,22301808,21794096,24450496,22957136,22621168,24608384,26130736,27965360,26812320,27979632,28133008,32000000,33000000,32834000,28998800,29486300,27763750,27954000,23500000,23900000,25185000,25530000,24500000,26750000,29300000,29200000,25200000,25600000,26400000,26600000,24000000,28700000,28400000,25753920,25348720,23630420,21909790,21744000
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,179000,202000,194000,292000,392000,382000,433000,452000,550000,539000,578000,831000,1050000,1100000,1100000,800000,1000000,898000,1399000,1307000,1677000,1810200,2052755,2126455,2412656,2361922,1574531,1299125,1465582,1658987,1374200,1855585,1867770,1857242,1858547,1833242,2058957,1969758,2235934,2367015,3195431,3712429,5196000,5910997,5530425,4959391,5314825,3822683,2821883,5647795,5643371,5361416,6536976,6588634,7406990,7479606,7744335,8114804
Iraq,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iraq/flag-button-round-250.png,"","","","","","","","","",89764,144122,110296,75258,97842,104169,128125,153350,200654,230800,190000,189000,146000,82000,85500,84300,38000,60000,30000,69600,71300,70000,80000,65000,67000,68000,65000,65000,65000,65000,65000,65000,70000,0,0,0,0,0,3720,6276,12500,10795,10000,8168,8732,12170,11670,7000,10280
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,4438093,4171889,4602693,4719538,4775421,4963390,4562951,4519377,4068252,4121087,4105846,4133279,3647620,3846765,3579544,3628315,3252376,3640600,2988200,2810390,2492370,2549270,2350120,2449700,2296270,2239370,2013810,2603120,2293220,2491000,2732000,2525000,2661000,2450000,2372000,2623915,2413380,2260000,2313000,2025000,2231000,1965500,1775700,1993100,1368700,1745300,1968000,1652000,1334600,1390100,1518300,1475200,1402600,1779300,1572400,1127100,1131200,1028400
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,1447300,1975800,1642600,3077100,2694200,2595600,2830100,2717800,2652900,2663000,1906100,2058400,2045600,1823000,1973000,1981000,2328000,2544000,2311000,2095000,2237000,2256000,2526000,2553000,2638000,2240000,2374000,2261000,2684000,1983000,1894000,1779000,1640000,1602000,1622000,1616000,1437000,1664000,1571000,1395000,1499000,1328000,1389000,1187000,1214000,1310000,1500000,1598000,1515000,1469000,1000000,1108000,1191000,1159000,1260000,1574000,1297000,1217298
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,525000,570700,592500,690900,607700,654600,896400,1137181,1540657,1731200,1663000,1352295,1910062,2124083,2079583,2087597,2327140,2819206,3677600,4532300,4381900,3627700,3845600,4171200,4023000,4111600,4248000,4395200,4825000,4750000,4600000,4180000,4370000,3800000,4550000,4650000,4450000,4661361,4415781,3941524,3550792,4501363,4204055,4660995,4800820,4932839,5204214,5112000,5610702,5709586,5307341,5823964,6673725,6409929,7164790,7094619,4751609,5262157
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Laos,Asia & the Pacific,https://cdn.countryflags.com/thumbs/laos/flag-button-round-250.png,4500,4500,4500,9000,8500,8300,8000,7500,8000,7000,7500,7800,8000,8000,7000,16965,17840,19589,26108,24083,24100,25650,30348,54525,73000,73328,112853,107091,126047,96360,80491,94416,89555,65141,62327,87060,95000,170200,173600,296960,208850,222036,308417,223300,196100,218430,323875,416730,433500,818675,1222000,1055675,865130,1840465,2018655,2019000,1764390,1834525
Latvia,Europe,https://cdn.countryflags.com/thumbs/latvia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lebanon,Asia & the Pacific,https://cdn.countryflags.com/thumbs/lebanon/flag-button-round-250.png,2800,3000,2000,2000,841,838,195,226,262,260,280,310,420,565,250,300,400,500,500,500,525,600,1000,1250,1700,2050,2155,2279,2408,2475,2620,3328,3350,3865,3740,4385,4400,4729,4750,4700,0,0,0,0,0,0,0,41,85,85,85,85,85,98,90,91,93,91
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,20000,21000,22000,23000,24000,25000,30000,35000,40000,45000,50000,55000,60000,70000,82000,92000,142300,140000,140000,150000,155000,155000,155000,160000,175000,195000,210000,225000,225000,210000,225000,225000,230000,235000,240000,245000,250000,250000,250000,250000,255000,255000,255000,255000,255000,255000,265000,265000,265000,265000,265000,265000,265000,266150,271496,272538,273908,275277
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liechtenstein,Europe,https://cdn.countryflags.com/thumbs/liechtenstein/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lithuania,Europe,https://cdn.countryflags.com/thumbs/lithuania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Luxembourg,Europe,https://cdn.countryflags.com/thumbs/luxembourg/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macao,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197493.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,Europe,https://cdn.countryflags.com/thumbs/macedonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,838000,850000,1015000,1015425,1010470,1036120,980280,948975,1112910,1155000,1189690,1043200,1191255,1571530,1377545,1287178,1280715,1374930,1444320,1394990,1420380,1408565,1621200,1660000,1744150,1950000,1980600,1985000,1990000,2000000,1950000,1900000,1950000,2166000,2100000,2150000,2160000,2180000,2180000,2188630,2208450,2223400,2236000,2224000,2446259,2690885,2600000,2500000,3000000,2905554,2805182,2858683,2895272,2951282,3007900,3054105,3098503,3142902
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,"","","","","",34000,171800,212200,312070,288483,288483,318420,525200,505000,700000,950000,960000,980000,1100000,1480000,1700000,1830000,1800000,1544000,1500000,1600000,1650000,1700000,1680000,1790000,1900000,1900000,1100000,1900000,1900000,1860000,1750000,1900000,2000000,2100000,2200000,2600000,2100000,2100000,2400000,2450000,2500000,2750000,2600000,2500000,2500000,2800000,2900000,2870899,2895130,2916135,2974720,3024743
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,32000,36000,37000,39000,41000,47000,48000,54000,58000,71000,103000,223000,407000,575000,801000,870000,1000000,963000,1005000,720000,680000,985000,1025000,1100000,1080000,1219000,1207000,1140000,1216000,1300000,1220000,1320000,1547340,1540950,1601400,1600000,1600000,1600000,1600000,1100000,1000000,1000000,650000,500000,500000,450000,520000,500000,350000,200700,194084,146164,98885,9147,30271,28038,29990,29433
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,15000,20000,25000,25000,25000,24871,33002,49677,55174,60504,52323,47219,61533,52735,59835,130000,150000,150000,213195,200000,130000,70000,75000,146388,184353,210465,245626,261304,257592,308882,312237,274655,284444,262333,293238,284638,302982,318556,291327,312992,285235,333286,336000,347939,344312,319529,341845,360000,377000,359000,354991,353775,335690,349811,361918,361496,364044,366160
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,4942981,4624500,5746672,4375014,5984489,4842915,5814468,5152489,5824244,5119995,5255570,6314762,6242631,5963655,4316027,6402277,6022287,6260483,6313103,4564400,5302564,6581862,5254665,5008774,5583367,6024962,6230700,5516869,5436122,5548291,5621110,5780722,5402401,4813454,5159244,5260138,5787070,5781095,3882597,5109500,5792300,4873900,5199384,5280370,4984058,4748973,4235849,4533000,4667235,4365833,4230173,3947285,3815782,4044422,4009232,3798448,3713331,3154516
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,19167984,21115600,22326992,26989616,30955680,32228624,32106864,31683232,32445808,34651424,32715152,32252000,32861248,33499152,35840576,31386544,29397344,35474848,34587408,35278624,33197404,35511016,34232016,34969728,34430840,44271184,45874232,42735216,43910480,39919368,38433992,41696600,42930960,40586768,44452952,45080648,45219512,48895256,46880000,44100000,47250000,45635300,47483984,48662244,51645544,50675820,52089356,51090720,49492696,50421620,49735272,50946484,61182076,56672829,55396061,56446821,56954993,56841523
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,"","","","","","","","","","","","","",10000,62800,77600,177440,337500,293440,375160,621500,509950,734920,775030,720000,792240,848080,1094320,984780,1019080,1025772,993745,943600,925440,1031320,899116,742740,1256065,1372395,1435931,1114008,949080,898620,872180,782290,997000,933850,912600,813040,632280,763913,540985,619561,278551,395316,426503,553115,616114
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,1528175,1668813,1501195,1334166,1408980,1499699,1862396,2231887,2571000,2730000,3000000,3150000,3000000,2800000,2400000,2200000,2200000,2000000,2200000,2000000,2000000,1450000,840000,450000,300000,300000,215000,220631,255415,331569,252769,159358,184502,200000,313239,315850,278939,368675,495800,397276,675623,1586260,1940799,1873262,2246985,2060317,2060667,2451170,2207000,2720400,3396334,3393904,3166000,3619509,3084487,2761505,2900000,3072851
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,812219,1089173,1292050,1170591,1084290,1447747,1583690,1445645,1307911,1312098,1436230,1631897,2032405,1687416,1204115,1631137,1625692,1791190,1840742,1461344,2035340,2736000,3718200,3662600,3767100,3852700,3433000,3566100,2346400,1930700,2105200,3229000,2676200,2218500,3199200,3978700,5055900,5343900,5363200,5800500,7003800,6327300,6804290,7194900,7073000,8038900,9677700,9744200,9562000,9249500,9537400,9413100,10307400,11128400,10142400,10437058,10370042,10659222
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,140000,93000,161420,140000,126000,192000,147000,169400,189400,215700,235611,244820,245635,266755,251425,253027,311379,387100,369930,385070,479780,590000,616090,509070,408260,558340,616580,814400,903010,988300,1105960,1291340,1365870,1431000,1500000,1568700,1629300,1717550,1971646,2103426,2211781,2247990,2343054,2305326,2376103,2462574,2599789,2485437,2354412,2592500,2718226,2930047,2930000,2998000,3063000,4346754,3234711,3558182
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,1307534,1300000,1200000,1400000,1400000,1291748,1570462,1645567,1750389,1861714,1984791,1932496,1753293,2153622,2277595,2358186,2666466,2733961,2741663,2175068,2424315,2826671,2714525,2842080,2343700,2529760,2377670,2025370,2225000,2391600,2746500,2563100,2243636,2593364,3198091,3649909,3750809,3459191,3687118,3524355,3144591,3119360,4100500,4027000,3816573,4505036,4480873,4304855,5115537,4893928,5442574,6732335,6728135,6997632,6375625,6149615,7096373,7224366
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,32280,33000,30700,43087,41105,12450,21300,24670,24860,36800,53800,53516,77890,75200,134680,106900,131500,169895,189085,113100,122400,151600,152600,185000,107700,118500,120000,110000,100000,97100,78900,97400,60900,56800,104300,139000,173600,139000,89695,200047,211354,220000,220000,220000,220000,240000,240000,187752,211864,222457,176677,194582,194582,226928,330947,216037,252854,258091
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,172000,185000,265000,348000,452000,441000,534000,545000,574000,607000,638000,666000,618000,670000,700000,735000,765000,770000,815000,870000,926000,900000,810000,821000,862000,897000,882000,888000,900000,920000,888000,896000,905000,633000,589000,615000,675000,675000,682000,695000,705000,750000,798000,854000,914000,987000,1506000,1412070,1401680,849898,755805,1088842,1272034,1413512,1449963,1487173,1489379,1423086
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1470,1710,626,519,952,1130,1150,1139,1150,1200,1250,1300,1207,1187,1186,1190
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,11640000,14356700,18438000,16139000,18667008,22309408,21982208,18659008,21971008,26369504,23167008,19963408,19947104,23910496,21242000,25546640,29522960,30076608,27325504,27497696,32359408,36579696,32533504,34287296,32139600,27856304,43608000,33028800,36975696,35493600,35988704,38864896,38058896,44427000,47168400,45229700,41998400,53104200,55191100,46332600,43606300,48041600,52055800,53820000,47244100,44665500,54741600,63920000,50045400,49372900,55308500,58397000,67460094,62826458,65482334,75482253,83332740,67173975
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,https://vectorflags.s3-us-west-2.amazonaws.com/flags/ps-circle-01.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,679463,646011,776415,920793,950640,838559,1067583,1148535,1189464,1185365,1350000,1183600,1352970,1432440,1721918,1923880,2395554,2756945,2624058,2386182,2047805,2590580,2093925,2134622,1820492,1596555,1506145,1318795,1261316,1297813,1669520,1647067,1696464,1373410,1667298,1733487,1954889,1771997,1786594,1438700,1705730,1572050,1749491,1766086,1771500,1797503,1724662,1774930,1913854,2229031,2263890,2275579,2482224,2380811,2380811,2667194,2694552,2931395
Papua New G.,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,7800,7800,7900,7900,8000,8000,8100,8200,8300,8500,8700,8900,9000,9100,9300,9500,9600,9800,10000,10200,104000,256000,324000,324000,265000,151000,230000,291000,265000,250000,310000,350000,340000,300000,400000,420000,395000,400000,430000,383000,450000,425000,445000,442000,368000,320000,320000,330000,330000,334086,322269,284481,260207,244333,228758,244432,239174,237455
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,646700,672000,700000,964100,991600,988000,988000,702000,821300,1415000,1407400,1044500,1100800,1203000,1038200,1076900,1159800,1260000,1287000,1372900,2154700,2319400,2406700,2556600,2726495,2758000,2551480,2707120,2896618,2449329,2817091,2788210,2811460,2799318,2576000,2736000,2795000,2800000,2872271,2244900,2396180,2976290,3260475,3637000,3020000,3200000,4100000,5079612,4800000,5130941,5339010,4186000,5544797,6372000,6701433,6708000,6608000,6160000
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,8100000,7950000,8285310,8100000,8000000,9002009,8433150,7737181,6898210,8067975,8777762,9098410,9261451,9668516,9439616,9227137,9293310,8422860,7505970,6054521,5653755,7115266,7062810,7721563,8063000,7010300,6811000,6700000,7085000,6700000,6500000,5500000,5000000,6100000,7000000,6700000,7500000,6300000,6678570,7535150,7795950,8869810,9363960,7496873,6804126,7251260,8228623,9395959,9936945,9854961,9884936,10368866,10992240,11389617,10211856,9832526,9399617,10336178
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,17460000,19360000,20610000,21984000,21150000,19215008,21280000,21860000,21980000,26140000,27640000,24800000,27965008,34875008,35868000,38714000,34820000,30562000,31888000,30900000,31600000,35800000,28700000,34300000,22842000,20991000,17211000,19300000,25263000,25482000,21824490,21005573,22915065,24695188,17774401,23142220,22273095,17333372,23777828,21223438,21708722,21417288,23978373,25579214,22917674,24345106,22235297,26601384,22932819,17929269,28376518,26395915,24584841,25029880,22926437,22370546,29286893,24730820
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,25000,50000,45000,45000,45000,49962,53331,46287,49023,52237,46026,47503,30527,42316,30335,28408,35391,28346,24389,21793,21674,14940,8974,7249,6851,5750,5525,4160,3908,3646,3989,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,5000,5100,5100,5150,5100,5200,5300,5350,5355,5404,5455,5500,5544
Puerto Rico,Latin America & the Caribbean,https://image.flaticon.com/icons/svg/323/323292.svg,9755814,8766321,9182948,8892382,7989509,8586459,7402766,5978585,5349640,5343975,4156717,3975280,3284913,3252456,3204904,3293122,2881813,2572335,2075935,2028224,1848830,1432690,1286950,1097276,1152790,1046140,1096906,1261216,1103522,782840,843061,731763,840130,570026,504248,404553,307358,244400,70000,64000,17000,40000,"","","","","","","","","","","","","","","",""
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,"","","","","","","",1500,3696,4315,5714,7047,9360,9352,13894,17796,30076,25532,26953,24437,26437,24590,27840,24390,35870,34061,46967,51617,51617,35841,38000,21000,50000,10000,10000,15000,20000,30000,40000,40000,40000,45000,50000,60000,58665,58011,97010,63000,100663,115304,95908,96825,98665,100213,101488,93823,105939,116473
St K. & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,419595,395628,356286,383554,347663,353926,333040,326136,246888,331216,276352,248932,214376,220472,219456,326136,352000,362000,384000,352000,337500,349600,276200,298315,263098,260370,258660,270830,252300,170000,200000,280000,218000,180494,183170,207000,310064,244398,196784,191387,191400,193000,193000,260000,100000,0,"","","","","","","","","","","",""
St Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,66700,44500,33000,10000,10000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St V. & G.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,34395,36079,"","","","","","","","","","","","","","","","",10000,11250,30000,30035,33610,35260,30000,27000,25000,25000,25000,24000,23000,22000,21000,20000,20000,20000,20000,20000,18500,18500,17730,18180,17780,19000,20000,20000,20000,23000,23000,18000,18000,18100,18100,18184,18035,17753,17517,17286
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,10,10,10,11,11,12,12,13,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sao Tome & P.,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,"","","","","","","","","","","",200,15000,52000,176000,213000,304000,250000,367000,473000,600000,600000,770000,847000,680000,740000,760000,770000,738845,706806,807527,836602,850000,855700,882900,885000,886000,887000,889000,850000,840109,819713,829604,828533,829000,829500,836000,836000,836000,850000,880000,900000,890000,886997,890000,887000,886000,886195
