country,category,url,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,0.349,0.386,0.428,0.493,0.535,0.601,0.696,0.826,0.89,1.005,1.21,1.423,1.612,1.806,2.066,2.282,2.459,2.738,3.023,3.422,3.857,4.274,4.556,4.912,5.366,5.972,6.518,7.104,7.509,7.895,8.385,8.955,9.613,10.252,10.87,11.436,11.937,12.495,13.349,14.114,14.999,15.935,16.708,17.315,17.758,18.481,19.49,20.577,21.598,22.436,23.122,23.985,25.028,26.131,27.164,28.245,29.071,29.6,30.547,31.603,32.735
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,"",0.02,0.021,0.052,0.054,0.059,0.063,0.065,0.066,0.076,0.079,0.081,0.089,0.095,0.103,0.103,0.124,0.115,0.121,0.149,0.15,0.16,0.161,0.193,0.186,0.199,0.214,0.225,0.227,0.229,0.257,0.273,0.273,0.312,0.339,0.353,0.365,0.437,0.486,0.509,0.544,0.592,0.612,0.622,0.708,0.745,0.796,0.841,0.88,0.892,0.923,0.985,1.033,1.075,1.12,1.166,1.179,1.191,1.269,1.299,1.309
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,"","","","","","","","","","","","",0.007,0.024,0.035,0.055,0.105,0.119,0.175,0.218,0.281,0.347,0.44,0.526,0.604,0.717,0.807,0.885,1.029,1.119,1.646,1.748,1.874,2.298,2.426,2.691,2.816,2.917,3.024,3.162,3.3,3.507,3.691,3.893,4.096,4.333,4.566,4.916,5.373,5.796,6.282,6.749,7.414,8.175,8.761,9.613,10.454,10.948,11.518,12.378,13.289
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,"","","","","",0.001,"","","","","","","","","","",0.002,0.002,0.003,"","","","","","",0.011,"",0.015,0.017,0.02,0.024,0.031,0.044,0.05,0.057,0.067,0.08,0.092,0.098,0.104,0.115,0.124,0.139,0.151,0.164,0.179,0.192,0.2,0.221,0.246,0.258,0.273,0.287,0.299,0.311,"","","","","",0.377
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Laos,Asia & the Pacific,https://cdn.countryflags.com/thumbs/laos/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Latvia,Europe,https://cdn.countryflags.com/thumbs/latvia/flag-button-round-250.png,0.067,0.086,0.108,0.127,0.146,0.163,0.17,0.182,0.207,0.239,0.263,0.305,0.373,0.54,0.717,0.903,1.166,1.566,1.948,2.318,3.055,3.485,4.113,4.583,5.194,5.627,6.204,6.759,7.319,7.585,7.85,8.382,8.925,9.648,10.275,10.964,11.374,11.968,12.743,13.497,14.132,14.736,14.958,15.256,15.384,15.85,16.595,17.409,18.395,19.023,19.44,20.131,20.855,21.759,22.84,24.251,25.245,26.074,27.336,29.059,30.689
Lebanon,Asia & the Pacific,https://cdn.countryflags.com/thumbs/lebanon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liechtenstein,Europe,https://cdn.countryflags.com/thumbs/liechtenstein/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lithuania,Europe,https://cdn.countryflags.com/thumbs/lithuania/flag-button-round-250.png,"","","",0.083,"","","","","","","","",0.134,"","",0.229,0.273,0.343,"","","",0.766,"","",1.275,"",2.019,2.535,3.094,3.633,"",4.619,5.739,6.771,7.852,8.686,9.403,10.215,"",12.052,13.243,14.132,"",15.246,15.682,16.412,17.829,19.506,21.605,23.522,24.374,25.99,28.209,30.706,33.425,36.347,38.382,39.222,41.072,43.42,46.121
Luxembourg,Europe,https://cdn.countryflags.com/thumbs/luxembourg/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",29.857,"",34.287,36.412,"",38.805,"","",43.965,45.166,46.272,46.831,"",47.163,49.08,50.577,51.75,53.12,53.782,53.992,55.852,57.649,58.934,60.357,61.526,62.308,62.466,63.486,66.709,68.122
Macao,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197493.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,Europe,https://cdn.countryflags.com/thumbs/macedonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,"",0.054,"",0.061,"","","","",0.083,"",0.11,0.114,"",0.151,"","",0.211,"",0.274,0.313,"",0.348,0.405,0.42,0.489,0.525,0.747,0.91,"",0.964,0.997,1.106,1.162,1.219,1.264,1.345,1.466,1.622,1.799,1.958,2.099,2.221,2.394,2.525,2.62,2.694,"",2.988,3.114,3.21,3.344,"",3.515,3.627,3.761,3.923,4.063,4.291,4.536,4.764,""
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,0.015,0.015,0.016,0.017,0.017,0.018,0.018,0.018,0.019,0.019,0.02,0.022,0.024,0.025,0.027,0.029,0.032,0.036,0.041,0.045,0.048,0.051,0.057,0.066,0.076,0.085,0.096,0.102,0.108,0.121,0.132,0.144,0.157,0.17,0.178,0.184,0.199,0.214,0.231,0.243,0.258,0.268,0.277,0.298,0.32,0.34,0.36,0.383,0.394,0.405,0.431,0.455,0.478,0.502,0.53,0.544,0.556,0.584,0.611,0.637,0.661
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,"",0.001,0.001,0.001,0.001,0.001,0.002,"",0.002,0.002,0.002,"",0.003,"",0.004,"","",0.009,0.01,0.013,0.015,0.017,0.021,0.023,0.027,0.033,0.048,0.054,0.062,0.075,0.083,0.091,0.098,0.106,0.117,0.131,0.138,0.147,0.156,0.173,0.196,0.215,0.233,0.247,0.269,0.289,0.325,0.351,0.371,0.41,0.444,0.49,0.539,0.595,0.648,0.689,0.742,0.793,0.847,0.892,0.944
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.022,0.023,"",0.025,"",0.026,0.028,0.03,0.034,0.039,0.045,0.052,0.059,"",0.071,0.076,0.083,0.09,0.095,0.1,0.106,0.112,0.12,0.123,0.133,0.14,0.145,0.149
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,0.008,0.015,0.015,"","",0.015,"","","",0.015,0.015,0.015,0.016,"",0.016,0.016,0.017,0.018,0.018,0.019,"",0.02,0.021,0.021,0.024,0.026,0.028,0.03,0.031,0.034,0.036,0.039,0.041,0.045,0.052,0.056,0.065,0.073,0.081,0.099,0.107,0.152,0.178,0.195,0.216,0.236,0.248,0.256,0.275,0.277,0.289,0.301,0.309,0.316,0.323,0.332,0.341,0.359,0.371,0.396,0.412
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,"","","","","","","","","","","","","","",0.997,"","","","","","",2.242,"","","","","","",3.686,"","","","","","",5.384,"","","","","","",7.658,"","","","","","",9.998,"","","","","","",12.239,12.392,12.647,12.958,13.253
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,"","","","","","","","",0.065,0.083,0.1,0.107,0.114,0.121,0.151,0.218,0.355,0.605,0.873,1.195,1.439,1.7,1.917,2.238,2.775,3.214,3.643,4.018,4.208,4.497,4.931,5.462,6.177,6.93,7.571,8.34,8.943,9.783,10.61,11.548,12.182,12.684,13.029,13.355,13.79,14.549,15.429,16.399,17.258,17.897,18.562,19.658,21.002,22.446,23.851,25.088,25.698,26.143,26.69,27.906,29.011
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.024,"","","","","","","",0.032,0.035,"","","","","",0.049,"",0.053,"","",0.058,0.062,""
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,"","","","","","","","","","","","","","","",3.332,3.993,5.261,6.379,8.067,9.122,10.033,11.298,13.024,13.482,13.63,14.394,15.233,15.704,16.083,16.647,17.388,18.185,18.812,19.528,20.052,20.53,21.009,21.78,22.326,22.72,22.924,23.332,23.483,23.716,24.02,24.664,25.13,25.763,26.224,26.425,26.798,27.421,28.055,28.614,"","",30.31,30.611,31.197,31.835
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,"","","","","","","","","","",0.002,0.002,0.003,0.003,0.004,0.005,0.005,0.01,0.015,0.018,0.024,0.025,0.027,0.028,0.029,0.035,0.06,0.065,0.067,0.071,0.072,0.078,0.137,0.149,0.158,0.162,0.177,0.191,0.203,0.248,0.262,0.28,0.295,0.317,0.332,0.358,0.383,0.419,0.446,0.472,"",0.506,0.534,0.564,0.595,0.625,0.654,0.682,0.712,0.751,0.788
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,http://www.think-israel.org/jan12pix/palestine.flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,"","","","","","","","",0.024,0.034,0.045,0.093,0.15,0.199,0.226,0.249,0.289,0.337,0.41,0.503,0.573,0.589,0.62,0.726,0.855,0.996,1.081,1.206,1.298,1.396,1.48,1.57,1.711,1.886,2.016,2.119,2.238,2.346,2.6,2.787,3.163,3.381,3.511,3.608,3.72,3.906,4.137,4.301,4.425,4.667,4.866,5.076,5.261,5.454,5.633,5.887,6.175,6.451,6.674,6.915,7.126
Papua New Guinea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,"","","","","","","","","",0.001,0.002,0.003,0.005,"",0.01,0.014,0.018,0.021,0.025,0.032,0.041,0.046,0.059,0.072,0.079,0.09,0.104,0.112,0.127,0.136,0.149,0.162,0.179,0.202,0.229,0.257,0.279,0.309,0.343,0.374,0.405,0.437,0.474,0.509,0.543,0.596,0.645,0.692,0.735,0.769,0.822,0.88,0.923,0.968,1.024,1.068,1.109,1.182,1.244,1.323,1.386
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,"","","",0.003,"",0.005,0.007,0.008,0.01,0.01,0.02,"","",0.037,0.055,0.07,0.085,0.093,0.116,0.13,0.157,0.188,0.213,0.227,0.244,0.28,0.305,0.33,0.384,0.408,0.439,0.473,0.501,0.526,0.541,0.589,0.619,0.654,1.201,1.47,1.719,1.993,2.32,2.642,3.1,3.318,3.684,"",4.122,4.36,4.489,4.723,5.168,5.618,6.016,6.618,7.059,"",7.266,8.116,9.652
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.308,"",0.347,0.364,0.385,"",0.452,0.482,"","",0.556,0.588,0.626,0.663,0.693,"","",0.811,0.852,0.888
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,"","",0.015,0.015,0.018,0.023,"",0.03,0.037,0.043,0.053,0.059,0.076,0.117,0.145,"",0.209,0.251,0.296,0.345,0.399,0.465,0.532,0.605,0.693,0.781,0.9,1.022,1.13,1.231,1.359,1.474,1.616,1.769,1.926,2.134,2.258,2.437,2.623,2.843,3.126,3.423,3.646,3.795,3.919,4.135,4.467,4.747,5.098,5.397,5.661,5.928,6.31,6.625,7.007,7.372,7.679,7.87,8.211,8.575,8.932
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,0.002,0.007,0.013,0.017,0.025,0.033,0.04,0.049,0.066,0.096,0.153,0.245,0.397,0.52,0.613,0.777,1.003,1.244,1.489,1.804,2.051,2.257,2.667,3.159,3.68,4.336,5.108,5.784,6.278,7.058,7.837,8.683,9.591,10.517,11.405,12.063,12.964,13.999,15.118,16.315,17.314,18.207,18.718,19.589,20.758,22.094,23.409,24.852,26.105,27.037,28.116,29.57,31.084,32.564,34.007,35.325,36.132,37.323,38.842,40.29,41.888
Puerto Rico,Latin America & the Caribbean,https://image.flaticon.com/icons/svg/323/323292.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,"","","","","","","","","","","","","",2.356,2.759,"","",3.08,3.284,"",3.595,3.768,4.002,"",4.255,4.749,5.153,5.756,6.552,6.962,7.773,8.617,9.115,9.868,11.09,12.411,13.227,14.515,"",14.975,15.737,16.574,17.043,17.642,18.265,18.911,19.57,20.245,20.874,21.707,22.429,23.16,24.301,25.497,26.34,27.665,28.562,29.749,30.755,31.73,32.8
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,"","","","","","","","","","","",0.1,0.132,0.152,0.167,0.193,0.216,0.243,0.259,0.431,0.463,0.518,0.583,0.656,0.752,0.832,0.907,1.022,1.116,1.201,1.282,1.383,1.481,1.646,1.876,2.008,2.131,2.265,2.454,2.693,2.881,3.081,3.24,3.493,3.644,3.89,4.139,4.46,4.73,4.866,5.12,5.279,5.529,5.891,6.321,6.583,7.096,7.477,7.813,8.681,9.116
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,"","","","",0.318,0.352,0.382,0.411,0.433,"",0.484,0.527,"",0.65,0.719,0.753,0.795,0.842,0.912,0.983,1.069,1.121,1.136,1.274,1.321,1.352,1.532,1.668,1.808,2.354,"",2.785,3.673,3.941,4.383,4.776,5.197,5.451,6.237,6.885,7.488,8.116,8.762,9.319,9.772,10.402,11.056,11.773,12.553,13.361,14.07,14.682,15.435,16.457,17.487,18.649,19.719,20.69,21.511,22.638,23.972
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.008,0.07,0.13,0.186,0.266,0.331,0.42,0.49,0.566,0.637,0.688,0.747,0.802,0.857,0.958,1.07,1.15,1.253,1.334,1.433,1.512,1.606,1.722,1.853,1.941
St. Kitts & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Vincent & the Grenadines,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sao Tome & Principe,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,"","","","","","",0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.006,0.008,0.009,0.012,0.014,0.019,0.023,0.026,0.035,0.043,0.051,0.057,0.066,0.071,0.077,0.089,0.096,0.105,0.116,0.121,0.127,0.134,0.14,0.152,0.164,0.174,0.18,0.189,0.205,0.219,0.245,0.262,0.276,0.295,0.311,0.339,0.368,0.391,0.423,0.465,0.499,0.54,0.592,0.64,0.709
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,0.005,0.007,0.007,0.007,"",0.008,0.011,0.013,0.014,0.016,0.019,0.024,0.031,0.038,0.039,0.044,0.049,0.062,0.071,0.08,0.092,0.112,0.121,0.135,0.171,0.214,0.252,0.307,0.362,0.453,0.523,0.642,0.736,0.846,0.941,1.082,1.257,1.415,1.581,1.815,2.093,2.41,2.691,3.08,3.439,3.862,4.331,4.786,5.295,5.687,6.145,6.665,7.148,7.543,8.066,8.808,9.45,9.981,10.781,11.601,12.586
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Singapore,Asia & the Pacific,https://cdn.countryflags.com/thumbs/singapore/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.117,"","","","","","",10.211,"","","","","",14.126,"","","","","","",17.081,"","",""
Slovakia,Europe,https://cdn.countryflags.com/thumbs/slovakia/flag-button-round-250.png,"","","","","","","","","","","","","","",0.283,0.35,"",0.365,0.447,0.496,0.595,0.639,0.644,"","",1.037,"",1.306,"","","","",2.151,2.497,2.776,"","","",3.914,4.336,4.734,5.023,5.266,5.504,5.768,6.311,6.925,7.501,8.11,8.56,9.053,9.871,"",10.517,11.221,12.105,12.991,13.572,13.896,14.898,15.738
Slovenia,Europe,https://cdn.countryflags.com/thumbs/slovenia/flag-button-round-250.png,"","","","","","","","","","","",1.858,2.434,2.875,3.158,3.577,4.117,4.61,5.18,5.777,6.196,6.548,7.153,7.751,8.319,8.836,9.503,9.983,10.269,10.81,11.43,11.957,12.468,13.04,13.355,13.59,14.168,14.752,15.303,15.896,16.489,16.764,17.03,17.291,17.852,18.345,18.918,19.52,19.849,20.107,20.672,21.374,21.984,22.616,23.175,23.557,23.862,24.19,24.824,25.469,26.119
Solomon Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/solomon-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,"",0.003,0.003,"","",0.003,0.004,"","","",0.011,0.014,0.016,0.017,0.025,0.041,0.049,0.052,0.081,0.109,0.125,0.157,0.216,0.262,"",0.345,0.481,0.539,0.6,0.648,0.693,0.747,0.809,0.849,0.909,0.959,0.98,"",1.075,1.161,1.231,1.265,1.35,1.411,1.467,1.526,1.603,1.7,1.824,1.934,2.049,2.14,2.256,2.421,2.569,2.715,2.843,3.009,3.128,3.324,3.499
South Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/south-korea/flag-button-round-250.png,1.892,2.138,2.455,2.666,2.858,3.213,3.476,3.677,3.835,4.099,4.338,4.584,4.85,5.097,5.231,5.354,5.592,5.767,5.988,6.176,6.388,6.471,6.593,6.799,6.981,7.118,7.353,7.566,7.688,7.708,8.008,8.222,8.421,8.646,8.875,8.996,9.105,9.31,9.479,9.649,9.812,9.957,10.038,10.118,10.288,10.426,10.509,10.659,10.822,10.905,10.982,11.138,11.273,11.39,11.499,11.609,11.669,11.735,11.869,11.98,12.091
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
